document_id,Review text,Sentiment
420,gosh !,positive
421,just like the old days . . .,positive
422,"frankly , this is a pretty good movie , if you can accept the premise and can take the macho stuff .",positive
423,"the cinematography is excellent , the cast of characters is broad and has texture , the script is quite good , and the film lets you keep up with what's happening yourself , without spelling it out to you .",positive
424,i appreciate a film that makes me have to think to keep up .,positive
425,"finally , there's lots of sam peckinpah slow-motion shoot-ups .",positive
426,"accepting his oscar as producer of this year's best picture winner , saul zaentz remarked that his cup runneth over .",positive
427,one could almost say the same about his much-prized film .,positive
428,"rarely is the screen so overflowing with potent imagery , symbolism , ideas and metaphors , complex and literate storytelling , all possessed of an intelligence that invites -- even demands -- constant scrutiny , an acuity of perception and observation that must somehow yield the truth .",positive
429,"in short , the antithesis of all things hollywood .",positive
430,yet this surfeit of signals is made to serve a rather pale and thinly realized love story whose emotional impact is as dry as a desert wind .,positive
431,"ralph fiennes is the title character , an amnesiac burn victim whose gradual return to memory , and particularly the memory of love , is the ostensible focus of the film .",positive
432,"but despite the use of numerous flashbacks to help put the pieces of this personal puzzle together , we never learn enough about the man to feel much empathy for him .",positive
433,his emotional life before the story begins is an essential clue that remains withheld .,positive
434,"the same can easily be said for every other character in the film , of which there are too many .",positive
435,juliette binoche's nurse comes as close as this film gets to an emotional heart .,positive
436,"at least we learn early on that she is scarred by the deaths of those close to her , and so we understand why she is eager to escape the company of her comrades in order to seek refuge in the convalescence of a mysterious , disfigured , dying stranger .",positive
437,"even this information is imparted so quickly and in such cursory fashion , however , that it verges on the comical .",positive
438,"with so many characters enjoying so little screen time , the film's 160 minutes can be taxing .",positive
439,yet there is something so captivating about the sensibility behind the camera that i couldn't help but feel that greatness was in the air .,positive
440,hints of it were everywhere -- in a man who hates ownership but wants desperately to possess his lover ; in ancient cave paintings of swimmers copied casually by a modern-day swimmer in the sahara ; in the way the shifting sands of time obliterate everything more completely than a world war .,positive
441,there is enough latent meaning to supply college film students with paper topics for years .,positive
442,but ultimately the emotional truths writer-director anthony minghella was grasping for were never revealed .,positive
443,"in the end , i was left with the impression that i had witnessed quite an oxymoron : a haunting bore .",positive
444,bore is perhaps too strong a word .,positive
445,"but after drinking in the rich production values , the cup remains only slightly over half-full .",positive
446,"a bleak look at how the boston underworld operates , a film which was based on the best-seller by george v . , higgins .",positive
447,"it is seen through the weary eyes of a 51-year-old , small-time hood , eddie "" fingers "" coyle ( mitchum ) .",positive
448,he got the nickname when a mob boss in his underworld element shut the draw on his hand as a punishment .,positive
449,"his current dilemma is that he got caught running illegal booze by truck and faces a 3-5 year stretch in new hampshire , something he feels will be a life sentence for him since he doesn't think he could survive prison at his age .",positive
450,he is also concerned that his wife and three kids will have to go on welfare .,positive
451,"he could have cut a deal and gotten off , if he turned his boss over to the d . a . , but he figured he would never live if he did that .",positive
452,he is currently gun-running for a gang of very successful bank robbers led by scalise ( rocco ) .,positive
453,the masked bank robbers operate by always first going to the bank manager's house and holding his family hostage and then they go to the bank and force the manager to open the vault for them or else his family gets it .,positive
454,"on one of the heists , they kill a bank officer who pushes the alarm .",positive
455,"coyle's best friend is dillon ( boyle ) , a hit man for the mob , working as a bartender .",positive
456,"he is a permanent stoolie for the treasury agents , as an aggressive young agent named foley ( jordan ) , who likes to be called uncle , gives dillon breathing room to operate some of his low-level crime activities and to work the bar even though he has a prison record , as long as he keeps getting valuable info from him on things happening with the gangs .",positive
457,"with the sentencing date closing in on him , the already convicted coyle is out on bail and looking for an angle to cut his jail time .",positive
458,he contacts agent foley and gives him a few inconsequential tips and then decides to do something that goes against his grain .,positive
459,"thinking he made an iron-clad deal with foley to get his sentenced squashed in new hampshire , he gives him the place where a sale of machine guns is going down , knowing full-well the young hustler ( keats ) selling the guns is a lot like he was as a youth and when arrested will be facing a life sentence .",positive
460,"but foley tells him after he arrests the gun-dealer , that new hampshire wants more before they take away his jail sentence , they want him to be a full-time informer .",positive
461,warning : spoiler follows in next paragraph .,positive
462,the bank robbers are setup and caught in the act and the mob boss is convinced coyle did it and gives dillon the contract to take care of his friend .,positive
463,the contemptuous dillon befriends coyle and treats him to a steak dinner and takes him to a bruin hockey game while getting him boozed up .,positive
464,"coyle takes a look at the young bruin star bobby orr from his upper deck seat and says , "" to be young like that and have his future , he's the greatest hockey player in the world . """,positive
465,"dillon then takes the drunken coyle for a long drive and executes him mob-style , having a kid who works for him dump the body in some bad section of boston .",positive
466,"this is a great atmospheric film due to the realistic noir mood it sets , of the hopeless situation the low-level criminals are in , and how they are forced to live with fear and the uncertainty of what horrible thing will happen next .",positive
467,"the city streets are ugly , the gangsters are shown to be capable of any action to defend their own interests , whether it is betrayal or murder .",positive
468,"there is a fatalistic feel about their lives , something robert mitchum wears as easily as others put on a hat .",positive
469,"mitchum gives this film all the intensity and purpose it needs , as it overcomes a thin plot .",positive
470,it makes you see the characters for what they are without any false sympathy for them .,positive
471,"mitchum is a loser ; and , that he lived so long , is a tribute to his skills as a survivor .",positive
472,"but in the end , he even loses the respect he had among his underworld friends as a standup guy , as he wrestled with his code of honor and lost even that battle .",positive
473,""" footloose "" has only one goal in mind : to reel in an audience with cheesy sentiment and feel-good antics .",positive
474,and i hate to admit it ; i fell for it .,positive
475,"the movie is about a teenager ( bacon ) who moves to a small town from the big city , and discovers that dancing has been banned by the local reverend ( lithgow ) .",positive
476,he ends up falling for the preacher's daughter ( singer ) and showing the whole town what the magic of dance can do .,positive
477,"as mentioned at the beginning of this review , "" footloose "" is an extremely hokey and predictable teen drama .",positive
478,"there are virtually no surprises , and the writing is second-rate .",positive
479,so why did i enjoy it so much ?,positive
480,"for one thing , the cast is great .",positive
481,kevin bacon oozes charisma in an early role .,positive
482,"we're rooting for him right from the start , and , unlike most films of this genre , bacon doesn't play him as the "" rebel without a clue "" sort .",positive
483,"yes , he does rebel , but he's also polite when he needs to be .",positive
484,and he never broods .,positive
485,the rest of the cast is equally impressive .,positive
486,"john lithgow , seen here playing a normal guy for a change , is playing a man who would normally be a flat out villian .",positive
487,but lithgow plays him as a concerned father who is trying to do what he feels is best for his daughter .,positive
488,"by the end of the film , we feel a genuine sense of love and understanding between him and the lori singer character .",positive
489,another nice touch is the music .,positive
490,"we see the parents of the kids complaining that the music they listen to is filled with "" sexual innuendos "" , but that's not true at all .",positive
491,"the title track , performed by kenny loggins , is upbeat and fun .",positive
492,"during the final sequence , i was overcome with the urge to get off the couch and start dancing .",positive
493,"of course , i soon realized that would be a little pathetic .",positive
494,"anyway , "" footloose "" is a charming little surprise .",positive
495,don't let the premise prevent you from watching it .,positive
496,"it sucked me in , and it'll do the same to you .",positive
497,"as i walked out of crouching tiger , hidden dragon i thought to myself that i had had just seen a great film .",positive
498,"with the passage of a few hours i tempered my enthusiasm and started pondering the question of whether a masterpiece must implicitly be a "" great "" piece of work and viceversa .",positive
499,attempting to make a distinction may be a matter of splitting hairs .,positive
500,i avoided a commitment by appealing to etymology .,positive
501,"as the word implies , a masterpiece is any work which embodies the skills of a master .",positive
502,as such it should suffice to say that it is a product of exceptional quality .,positive
503,"crouching tiger , hidden dragon fits comfortably in that category .",positive
504,"crouching tiger , hidden dragon immerses the viewer in an idealized world of oriental folklore , with the requisite blend of legend , fantasy , magic and mythology .",positive
505,"it is reminiscent of a wagnerian epic with characters which might as well be half-gods - greater than life , purer than life , stronger than life , physically invincible and able to accomplish superhuman feats , but with a human soul that makes them ultimately vulnerable .",positive
506,"all the classic elements of the oriental mystique are thrown into the mix , including the art of contemplation and the concept of martial dexterity as the physical equivalent of spiritual advancement .",positive
507,"the classic struggle between good and evil is the inevitable backdrop , with advanced masters of each and a golden pupil , which must choose between the two .",positive
508,"it is the gifted pupil who , under the influence of the evil master steals the holy grail in the form of a magic sword which is the focus of the conflict at the heart of the legend .",positive
509,the elements of romance at two different levels of enlightenment ( a pair of masters and a pair of youngsters ) are poignantly represented .,positive
510,the paradox of oriental restraint existing side by side with all consuming passion in the same breast is projected effectively .,positive
511,"the fight scenes are stunning balletic tours-de-force , not to be taken literally but clearly to be enjoyed as superb cinematic art , as are the prodigious leaps and flights to , from and between rooftops , the martial combat at the top of swaying bamboo branches and the combatants skipping like pebbles along the surface of a lake .",positive
512,there need be no question of suspended disbelief when one is in the presence of poetry .,positive
513,"as in a wagnerian opera there is a substantial story line , which takes place at an ordinary human level , yet the entire project is to be accepted as a work of art rooted in fantasy .",positive
514,"do not assume , however , that the art is limp-wristed .",positive
515,"for those who are put off by the "" art "" label this film can be confidently recommended as engrossing entertainment at the levels of adventure , action and romance .",positive
516,there are no weak performances in this movie .,positive
517,"michelle yeoh imbues her character with depth , humanity and wisdom .",positive
518,chow yon fat projects dignity and purity of heart .,positive
519,zhang ziyi is a budding superstar .,positive
520,she is radiantly beautiful and totally persuasive in a multifaceted role .,positive
521,cheng pei pei as the evil master and chang cheng as the bandit prince acquit themselves admirably .,positive
522,"kudos to screenwriters james schamus , wang hui ling and tsai kuo jing , choreographer yuen wo-ping , photography director peter pau and music director tan dun , each of which contribute quality components to this extraordinary film .",positive
523,"ang lee as the director , co-producer and mastermind of the project gets the lion share of the credit .",positive
524,"this is destined to be one of those films that everybody likes , including those who hate martial arts movies .",positive
525,don't miss it .,positive
526,""" crazy/beautiful "" suffers from the damned-if-you-do , damned-if-you-don't syndrome .",positive
527,"after a spate of flighty , cookie-cutter teen films , the romantic drama addresses alcoholism and parental loss along with its love story .",positive
528,"but rather than applaud the production , early reviews have dismissed it as an overblown "" afterschool special . """,positive
529,"even worse , in the wake of federal trade commission hearings that blasted the industry for marketing violent and sexual movies to young people , the studio got a case of the heebie-jeebies and forced director john stockwell to re-shoot scenes and cut footage to "" tone things down . """,positive
530,"needless to say , the filmmaker was frustrated .",positive
531,""" we were trying to make a cautionary tale , "" he told newsweek , "" and we couldn't show the behavior we were trying to caution people away from . """,positive
532,"regardless , the film works , thanks to exceptional performances from its lead players and a script determined to transcend stereotypes .",positive
533,""" crazy/beautiful "" is quality fare , good enough that i half-expected the summer movie crap police to walk into the press screening and confiscate the print for "" failure to incorporate explosions and poop jokes . """,positive
534,"set in pacific palisades , calif . , the story follows the burgeoning relationship between two teens .",positive
535,"every morning and evening , carlos nunez ( jay hernandez ) takes a two-hour bus ride in order to attend pacific high school .",positive
536,"an honor student and star athlete , carlos is responsible , modest and focused as he works on securing a place in the naval academy .",positive
537,"all is well until he meets nicole oakley ( kirsten dunst ) , the daughter of a rich congressman ( bruce davison ) .",positive
538,nicole is a drunk apparently hell-bent on self-destruction .,positive
539,"carlos is smart enough to recognize the danger in getting involved with her , but he is only human and she has the greatest smile .",positive
540,"plus , as her father notes , she has a real knack for drawing others into her downward spiral .",positive
541,"as with "" save the last dance , "" "" crazy/beautiful "" ( god , how i hate lower-case titles ) takes situations that look stale on paper and makes them seem fresh .",positive
542,"while noting the racial and social differences between the kids , the screenplay dances around most of the clich ? s ( there are still several mtv moments , though ) .",positive
543,the filmmakers make a point to give characters that crucial extra bit of shading that turns them into individuals instead of stereotypes and the actors take it from there .,positive
544,cute-as-a-button dunst forces the viewer to share the pain beneath nicole's behavior .,positive
545,"she is credible enough that when dad urges carlos to get away from her before she drags him down , i hoped the boy would listen .",positive
546,"as carlos , hernandez is a revelation .",positive
547,"hunky without looking like the product of a hollywood design team , the young man can really act ; we will see a lot of this guy in the future .",positive
548,"aside from its title , the biggest problem with "" crazy/beautiful "" is its ending , which wraps everything up too fast and too tidy .",positive
549,"after carefully presenting credible characters and situations , the conclusion feels rushed and lazy .",positive
550,"still , this is the kind of film that deserves accolades from critics instead of cheap shots .",positive
551,""" afterschool special "" my ass ? "" crazy/beautiful "" is the real deal .",positive
552,"everyone knows someone like giles de'ath : stuffy , arrogant , set in his ways , and at war with anything that could in any way be associated with "" progress . """,positive
553,"giles is a writer , but the product of his typewriter is the kind of scholarly stuff that is immediately put onto library stacks where it can gather dust until some graduate student needs another reference for his or her thesis .",positive
554,"his house looks like an immaculate museum ? with no television , microwave , word processor , or other technological gadgets , only the electric lights betray that he's living in the twentieth century , not the nineteenth .",positive
555,"this is the kind of role that could easily be turned into a flat stereotype , but john hurt , in what is certainly his best performance in a decade and possibly the most impressive of his long and distinguished career , turns "" erstwhile fogy "" giles into a three-dimensional human being .",positive
556,"despite his tunnel vision , it's impossible not to like the man , especially after his entire being is transformed by that singular affliction to which no one is immune : love .",positive
557,"and , as giles discovers during the course of this amusing , warm-hearted motion picture , it's possible to find the object of one's affection in the most unusual places .",positive
558,"giles , who is a widower and a recluse , does not frequent the cinema , but when he learns that an e . m . forster film is playing at the local theater , he screws up his courage and decides to go .",positive
559,what he doesn't realize is that the movie house is showing two films : the forster adaptation and a teen exploitation flick called hotpants college ii .,positive
560,a nonplused giles ends up sitting in a darkened room watching buff male and female bodies in various states of undress .,positive
561,"just as giles is about to leave , however , he notices ronnie bostock ( jason priestley ) , and , suddenly , it's love at first sight .",positive
562,"giles is enraptured , and the moment hotpants college ii is over , he beings to scour stores for bostock memorabilia , including teen magazines and video tapes .",positive
563,"( in order to watch those tapes , giles must buy a vcr , but he initially doesn't realize that he needs a tv to use the vcr . )",positive
564,"eventually , not satisfied with being the world's foremost authority on bostock , giles boards a plane and travels to long island , where his idol's home is located .",positive
565,"bostock is away when giles arrives , but the wily englishman manages to befriend ronnie's supermodel girlfriend , audrey ( fiona loewi ) .",positive
566,"eventually , the actor arrives home and , impressed with giles' demeanor and intelligence , he begins to rely on the older man's advice .",positive
567,"but , while giles' affection runs deep , ronnie's feelings are less constant .",positive
568,"love and death on long island is a comedy , and a very funny one at that .",positive
569,"in fact , for its first half , the film is nearly-perfect .",positive
570,"it suffers a fall-off once giles reaches new york , and the ending , with its none-too-subtle homosexual overtones , is a little too overbearing for the lighthearted material that precedes it .",positive
571,"in his gently satirical approach to popular culture and movie stardom , writer/director richard kwietniowski , adapting from the novel by gilbert adair , is 100% on- target .",positive
572,"in the process , he not only creates a truly likable and memorable character in giles , but says a few things about the transforming power of love , even if it is unrequited .",positive
573,"from start to finish , this is clearly hurt's movie ? he's in almost every frame .",positive
574,"it's a role that the veteran actor must have relished , because he makes giles an unforgettable motion picture figure , and does so by means of dialogue delivery , body language , and ever-changing facial expressions .",positive
575,"jason priestley , cashing in on his beverly hills 90210 image , is surprisingly effective as the shallow ronnie .",positive
576,"he is charismatic , and it's not hard to understand why giles is attracted to ronnie .",positive
577,"meanwhile , solid support is provided by the appealing fiona loewi and the always-reliable maury chaykin .",positive
578,"love and death on long island is many things wrapped into one : a social commentary ( it tackles the thorny issue of film as pure art versus film as mindless entertainment ) , a buddy picture/love story ( ronnie and giles have one of the most interesting relationships found anywhere on a movie screen these days ) , and a "" fish out of water "" tale ( victorian relic giles forced into the modern world ) .",positive
579,"yet , despite the many laughs love and death offers , it never takes cheap shots .",positive
580,"it has a vibrant , beating heart ? and that makes the comedy all the more worthwhile .",positive
581,"for many people , procrastination isn't a problem to overcome , it's a high art .",positive
582,we'll do just about anything to put off a task .,positive
583,"when the deadline for this column nears , it's the only time during the week dishes get washed and the bed made and laundry done and plants watered and . . .",positive
584,"eventually , hopefully , sometimes , there's a breakthrough and we actually get down to work .",positive
585,"amazingly it's almost always easier than we dreaded and after finishing , that sense of oppressive apprehension melts away .",positive
586,"and then , the next time , we do it all again .",positive
587,english professor grady tripp ( michael douglas ) is a master .,positive
588,"seven years ago , his first book was a hit .",positive
589,he's been working on his second -- a short 200-page piece -- since then .,positive
590,"fearful that he can't live up to the first , he can't bring himself to finish it .",positive
591,"no writer's block , he's nearing 3 , 000 pages with no end in sight .",positive
592,now he's having a particularly difficult day .,positive
593,the college's annual writers conference is bringing in accomplished novelists reminding tripp that other people are finishing _their_ books .,positive
594,"during the first day , his wife has left him , his married girlfriend informs him she's pregnant and his agent is in town with a six-foot transvestite in tow .",positive
595,"by the evening , our besieged writer is driving though the snow-covered streets of pittsburgh with a suicidal student beside him , a stolen jacket that marilyn monroe wore on her wedding day in the back seat and a murdered blind dog stuffed in the trunk .",positive
596,this could be a pivotal point in his mid-life crisis .,positive
597,and then there's the next morning .,positive
598,there's a lot to like about this movie .,positive
599,"there are no huge explosions , shattering glass or computer-generated dinosaurs to distract from the very real human issues .",positive
600,grady is caught up in the curse of people who accomplish great things early in their career .,positive
601,"in the world of "" what have you done for me lately ? "" , he knows his second book has to be better than his first .",positive
602,"instead of finding out , he drifts , comfortable in the insular cocoon of academic peter panhood .",positive
603,he doesn't have much of a life and neither does his star pupil james leer ( tobey maguire ) .,positive
604,james may be suicidal and psychotic .,positive
605,certainly everything that comes out of his mouth is a lie .,positive
606,he makes up a past of working clash anguish because the truth of wealth and comfort just isn't interesting enough .,positive
607,"as the weekend progresses , they are both forced to fully engage life .",positive
608,that's the question they must face : comfort or real experiences ?,positive
609,the film takes some interesting chances .,positive
610,non-traditional relationships are presented as matter-of-fact .,positive
611,"extra-marital , gay , interracial , professor-student : here they aren't judged , merely choices .",positive
612,the actors are all first-rate .,positive
613,"douglas triumphs , playing against type as he spends most of his time disheveled , unshaven and clad in a pink women's house robe .",positive
614,maguire's disengaged alienation works perfectly here .,positive
615,robert downey jr . as grady's agent livens up his scenes .,positive
616,"director curtis hanson ( "" l . a .",positive
617,"confidential "" ) makes a few missteps .",positive
618,the women are underused .,positive
619,"frances mcdormand does a good job of her limited role of sara , grady's married lover but we never understand much of who she is .",positive
620,the chemistry between the two of them is non-existent which makes some of the ending unconvincing .,positive
621,"katie holmes is a student with a major crush on the professor , but her character goes nowhere .",positive
622,we never even see grady's exiting wife .,positive
623,this is very much a guy's film .,positive
624,the varied relationships between the men are much more convincing than any of the others .,positive
625,"grady's alternating mentoring and rejection of james is the centerpoint of the film , not him and sara .",positive
626,"as the boomers age , expect to see more mid-life crisis films to catch the attention of that demographic .",positive
627,"eventually it'll probably become cliche , but right now we've got a winner .",positive
628,i'll finish this in a second .,positive
629,right now i have to grab some paint .,positive
630,i noticed some trim in the other room that needs a little touch-up .,positive
631,( michael redman has written this column for so long that he's made mid-life crisis a career choice . ),positive
632,meet joe black ( reviewed on nov . 27/98 ),positive
633,"starring brad pitt , anthony hopkins , claire forlani",positive
634,"in "" meet joe black "" , brad pitt plays death .",positive
635,"that's all that really needs to be said , but nevertheless , i will provide the three of you that have seemingly been living in a cave with a plot description .",positive
636,"death decides to take a holiday , what with all the rigors of soul-collecting and all , and forces anthony hopkins into showing him what it's like to be human .",positive
637,"death assumes the body of brad pitt , and from there , much trouble ensues .",positive
638,"for one thing , death-as-pitt falls in love with hopkins daughter , played by claire forlani .",positive
639,"obviously this enrages hopkins , because really , what can death offer ?",positive
640,"besides eternal damnation , of course .",positive
641,there is also a sub-plot about forlani's ex-boyfriend ( she dumps him for pitt ) trying to take over hopkins company .,positive
642,""" meet joe black "" runs just under three hours .",positive
643,i've always thought that such obscene running times should be limited to historical epics .,positive
644,""" meet joe black "" is neither historical nor is it an epic , though i get the feeling martin brest ( the director ) desperately wants it to be .",positive
645,every single scene in the movie goes on about 3-4 minutes too long .,positive
646,and the ending takes about 20 minutes longer than it really should .,positive
647,"a severe editing job could have made this movie excellent , instead of just good , which is what it is .",positive
648,"pitt , an actor i normally loathe , is actually quite engaging as death .",positive
649,"i believed his performance , and i could see why forlani's character would fall in love with him .",positive
650,"i have to agree with roger ebert , though , who found it hard to believe that an entity that's been around for all time wouldn't know what peanut butter was .",positive
651,"that has nothing to do with pitt's performance , of course , but it is a little distracting .",positive
652,hopkins gives his usual excellent performance .,positive
653,"he's able to portray the angst of a man who knows he has very little time left , without making him an obnoxious whiner .",positive
654,"and in her first major studio role , claire forlani is surprisingly good .",positive
655,she has a sweet tenderness that allows the audience to instantly root for her .,positive
656,"so , "" meet joe black "" is a good movie hampered by it's ridiculous running time .",positive
657,"had the film been cut by an hour or so , i have no doubt that i would be calling it one of the best movies of the year in this review .",positive
658,call it touched by a demon .,positive
659,"gregory hoblit's fallen is a serial killer movie with an unusual , horrific twist .",positive
660,"if marketed properly , this film could have crossover appeal for both those who appreciate supernatural tales like the prophesy and those who crave grim , dark thrillers like silence of the lambs and seven .",positive
661,"in fact , there's even a little twin peaks to be found here , albeit with the lion's share of the weirdness distilled out .",positive
662,( remember bob ? ),positive
663,"the biggest failing of fallen is that , although it's consistently interesting , it's not always as edgy and suspenseful as one might hope .",positive
664,"a serial killer ( elias koteas ) has been on the loose in philadephia , but detective john hobbes ( denzel washington ) , the noblest man on the police force , has brought him to justice .",positive
665,"now , during his last hours on death row awaiting his inevitable date with the gas chamber , the mass murderer cryptically tells hobbes , "" what goes around really goes around . """,positive
666,"shortly thereafter , he begins to sing "" time is on my side "" as he's taken on his last walk .",positive
667,"minutes later , the state of pennsylvania has carried out the execution and edgar reese is dead .",positive
668,"but for hobbes , the nightmare is just beginning , because reese wasn't a normal psychopath ? he was the host body for a mythical dark angel named azazel .",positive
669,"and , with reese's death , azazel is free to hop from body to body , murdering and wreaking havoc at will .",positive
670,"only hobbes and a pretty , female theology teacher ( embeth davidtz ) have an inkling of what they're up against .",positive
671,"the rest of the cops , including hobbes' partner , jonesy ( john goodman ) ; lou ( james gandolfini ) , a newcomer to the department ; and lieutenant stanton ( donald sutherland ) , don't have a clue , and , as a result , they are in mortal danger .",positive
672,"as depicted by hoblit ( primal fear ) and cinematographer newton thomas sigel , philadelphia is a dark , dreary place ? a gothic city rather than a modern one .",positive
673,no skyscrapers or other monoliths of current architecture or technology are shown .,positive
674,the most famous landmark to appear isn't the liberty bell or independence hall ; it's geno's steaks .,positive
675,shadows and night scenes abound .,positive
676,the days are cloudy and unpromising .,positive
677,this is the kind of setting where it's easy to believe that fallen angels walk among men .,positive
678,"fallen's plot is brimming with potential , not all of which is realized .",positive
679,"somehow , i would have expected a more frightening tale to emerge from something with this kind of premise .",positive
680,"but the level of terror , like that of gore , is kept in check .",positive
681,"nevertheless , there are several creepily effective scenes as the spirit of azazel moves from body to body when people bump against each other on crowded city sidewalks .",positive
682,the film also boasts a chase sequence of a kind that can best be described as unusual .,positive
683,"of the several dozen actors to play azazel , the best is by far elias koteas ( exotica , crash ) , who , despite only being on screen for about ten minutes , gives a fantastically charged performance .",positive
684,"john goodman also seems to be enjoying himself , although his role for most of the film is relegated to that of a burly sidekick .",positive
685,"sadly , however , these two are the only ones who excel .",positive
686,"everyone else , including denzel washington , is boring .",positive
687,washington's flat performance is the most disappointing surprise of the film .,positive
688,"it's not that he's bad per se , but he's not very interesting .",positive
689,"there's no real sense of vulnerability or desperation in the way he portrays his character , and that keeps us distanced , however slightly , from hobbes .",positive
690,"as circumstances become progressively more dire for the cop , and as his life-or-death chess game with azazel approaches the point of checkmate , i expected to be more on the edge of my seat than i was .",positive
691,washington's subdued approach is part of the reason for this ; i never felt a sense of urgency .,positive
692,"however , at least washington was believable , which is more than can be said for embeth davidtz ( schindler's list ) and donald sutherland .",positive
693,"to be fair , the flaws in their characters aren't all acting-related ; neither stanton nor gretta milano are well-written .",positive
694,"that said , however , there's nothing inspired about either davidtz's or sutherland's work .",positive
695,"both appear to be sleepwalking their way through the parts , as if they know that their contribution to the film is one of advancing the plot rather than developing a multi-dimensional individual .",positive
696,"narratively , fallen has a few glaring weaknesses .",positive
697,"although the plot proceeds with a convoluted , game-like structure , it uses a denzel washington-supplied voiceover to overexplain matters .",positive
698,"at times , this is actually helpful , and it has a use beyond the obvious , but there are occasions when ponderous lines like "" i like the night ? sometimes you come face to face with yourself "" become a little hard to swallow .",positive
699,"in addition , fallen is saddled with the same kind of disgustingly bland , generic theology embraced by numerous movies and tv shows like touched by an angel .",positive
700,"however , despite the negatives , i'm still recommending fallen on the strength of its complex plot and especially its ending , which i loved .",positive
701,"the final scenes are startling , audacious , and unexpected .",positive
702,it's not often that a plot development takes me by surprise the way this one did .,positive
703,"at a time when most movies fall apart in the last ten minutes , fallen manages to buck the trend and redeem itself .",positive
704,"this is not a great motion picture , but , considering how bad most january releases are , it's a reasonably entertaining way to spend two hours .",positive
705,"and , whatever you do , don't walk out on the film before the end credits have begun to roll .",positive
706,"james l . brooks , one of the developers of the simpsons and director of broadcast news , returns to the big screen with this entertaining , if slightly flawed comedy .",positive
707,"nicholson plays melvin udall , probably the most horrible person ever on the screen .",positive
708,"he's racist , homophobic , and never has a good word to say to anyone .",positive
709,"so , nobody talks to him , except waitress carol conelly ( t . v",positive
710,"sitcom star hunt , who was last seen in twister , 1996 ) .",positive
711,"naturally , udall , conelly and gay neighbor simon bishop ( kinnear ) who nicholson hates , all hit it off in the end .",positive
712,"like good will hunting ( 1997 ) and titanic ( 1997 ) , even though the outcome is completely obvious , as good as it gets is an enjoyable , funny and warm comedy .",positive
713,"nicholson is hilarious as melvin , churning out insults with superb relish .",positive
714,only nicholson could get away with the lines that melvin delivers .,positive
715,"hunt is also good as waitress carol , and easily rises to the challenge of nicholson .",positive
716,there's also ( thankfully ) a bit of chemistry between them .,positive
717,"kinnear , as the gay neighbor , seems to have a slightly underwritten role , he's more of a plot convience than a character .",positive
718,"although his performance is good , his character just seems to exist to help melvin and carol come together .",positive
719,"in fact , the scene stealer is simon's dog , who is funnier than nicholson .",positive
720,"but then again , pets are always cute on screen .",positive
721,"providing solid support is cuba gooding , jnr ( jerry maguire , 1996 ) and yeardly smith ( who is the voice of lisa simpsons in the simpsons ) although gooding isn't as good as is character in maguire , he is still fun .",positive
722,"he overacts a little , but not so much as to be annoying .",positive
723,"smith is also good , although she has a fairly small role .",positive
724,"even director lawrence kasdan ( body heat , 1981 ) makes an appearance as a doctor .",positive
725,"but this is primarily nicholsons film , and every scene he's in , he's steals it .",positive
726,"he's character is so hateful , though , it's amazing that anyone talks to him at all , especially carol .",positive
727,and this is the films main problem .,positive
728,it's totally unbelievable that carol would ever consider liking melvin .,positive
729,"she doesn't fall in love with him naturally , the film forces her to fall in love with him .",positive
730,"also , melvins character seems to go too nice , too quickly .",positive
731,"i would doubt anyone with a character like melvins would be able to turn back to a nice , loving person .",positive
732,"it would take a helluva long time , much longer than this film would like to make out .",positive
733,"brooks direction is good , though , if a bit average , but he usually manages to get an emotion out of the audience .",positive
734,he handles the comedy scenes better than the sentimental ones ( he tends to pile on to much schmaltz ) but generally he's good .,positive
735,there's also a nice soundtrack by veteran composer hans zimmer .,positive
736,"but , generally , as good as it gets achieves what it sets out to do , which is to make the audience feel good by the end of the movie .",positive
737,"the movie is a bit overlong , but nicholson is such good fun that the running time passes by pretty quickly .",positive
738,"overall , as good as it gets is a fun movie , even though it may be unbelivable , and certainly worth seeing ( if just for jack nicholsons performance . )",positive
739,"not quite as good as it gets ( pardon the bad joke ) , but still good fun .",positive
740,after a stylistic detour with mrs .,positive
741,"parker and the vicious circle ( which , despite its uncomfortable tone , was close to being a conventional movie ) , director alan rudolph has returned to his unique brand of film making with afterglow , a romantic black comedy about love , betrayal , and self-absorption .",positive
742,"while these may not be the most unusual themes to fashion into a motion picture , rudolph's atypical approach to the characters and their situations makes for an intriguing , if not always pleasant , movie .",positive
743,it is said that rudolph is a polarizing director ? meaning that most viewers either love his work or hate it .,positive
744,until mrs .,positive
745,"parker , i had not been overly impressed by his movies .",positive
746,"i found equinox , his last pre- mrs .",positive
747,"parker effort , to be irritating and frustrating .",positive
748,"i was somewhat surprised , therefore , to discover that i liked afterglow .",positive
749,"there are several reasons for this , but the paramount one is that rudolph seems to have muted some of the most strident , mannered aspects of his approach .",positive
750,"the characters here are more like real people with genuine problems , the story is absorbing , and the acting is top-notch .",positive
751,"in short , rudolph has created a world that it's worth spending two hours in .",positive
752,afterglow introduces us to two unhappily married couples .,positive
753,"jeffrey byron ( jonny lee miller ) is a cold , seemingly-heartless businessman who is sexually indifferent to his young wife , marianne ( lara flynn boyle ) .",positive
754,"for her part , marianne is so obsessed with having a baby that she never attempts to interact with her husband on a human level .",positive
755,all she's interested in is seducing him during those few days when she's ovulating .,positive
