Document_ID,Review,Sentiment
2590,"andrew is so complex and emotional from the very beginning that the audience immediately accepts him as a human being , and only the society has troubles with it .",negative
2591,"in other words , it is as far from reality as from the academy awards .",negative
2592,"further more , there are other annoying problems .",negative
2593,to this day no serious filmmaker has dared to speculate about the future in more than 50 years from now .,negative
2594,"this has not been done for obvious reasons , because the filmmakers are well aware of the fact that they lack the knowledge and imagination to perform such a difficult task .",negative
2595,columbus is the first to have crossed that line .,negative
2596,"the result is , as you might imagine , primitive , unrealistic and incredibly disappointing effort .",negative
2597,the world is simply frozen in time .,negative
2598,"neither the society , fashion , culture or values have changed over 200 years .",negative
2599,"mom is still working at the kitchen , doing the dishes .",negative
2600,"when you think back to the late 17th century and then compare it to the world we live in today , you'll see a slightly bigger difference .",negative
2601,i am not saying that everything should change .,negative
2602,"it is unlikely that the human rights will change , but it's even more unlikely that there will not be any progress in science , technology and fashion .",negative
2603,"i suppose it's possible to watch this as a some sort of bizarre fairytale , but it's really hard .",negative
2604,robin williams is hidden behind c and speaking in a robotic way .,negative
2605,"as always he does a decent job , as does sam neill .",negative
2606,but it doesn't really matter .,negative
2607,it is the sentimentality and length that turns this picture into a tiresome experience .,negative
2608,"pretty much like last year's "" meet joe black "" , this is a primitive and unresolved story which is presented with a splendor and professionalism that it doesn't deserve .",negative
2609,great actors and a talented crew have worked hard to achieve something that will be instantly forgotten .,negative
2610,"when isaac asimov wrote this story , the future seemed far away and magical .",negative
2611,everything seemed possible .,negative
2612,"now is the future of asimov's time , and we know that it is not as magical and perfect as it seemed a long time ago .",negative
2613,"for the same reasons that the young generation of today can not be amazed by julius verne's "" 20 000 leagues under the sea "" , so can't we accept this story as a potential reality .",negative
2614,"let us hope that next year's "" a . i . """,negative
2615,will be more rewarding .,negative
2616,"in the continuation of warner brother's franchise , joel schumacher has successfully killed this cash cow .",negative
2617,what makes this film such a grand disappointment is the tremendous line up of talented people involved with the film .,negative
2618,avika goldsman's screenplay is such a cluttered mess that there is no suspense built from one scene to another .,negative
2619,"this coming on the heals of such a marvelously written project as "" the client "" is such a shock that it gives rise to thoughts that the latter film was a fluke .",negative
2620,situations are developed and executed with no thought of reason other that to get the characters from one point to another .,negative
2621,"this is most glaringly brought to point by the appearance of alicia silverstone's batgirl , who just happens to be alfred's niece .",negative
2622,the story of dr . victor freeze is told almost completely in dialogue as an afterthought .,negative
2623,"while working on a cure for a tragic decease contracted by his wife , dr . freeze is injured during a cryogenic procedure , and becomes a man who can only survive in a sub zero environment .",negative
2624,now of course he has become a terrorist intent on turning the world into a frozen planet where only he can live .,negative
2625,now the logic of that little sub-plot escapes me .,negative
2626,"if mr . freeze wanted to find a cure for his wife and bring her back from the brink of death , why would he want to have her live in a world with no warmth .",negative
2627,this is indeed a cold hearted man .,negative
2628,the development of poison ivy is no less contradictory .,negative
2629,she wants to breed a form of plant life that can defend itself like an animal .,negative
2630,"she joins with mr . freeze in his plan to start a new ice age , destroying all animal life , therefore giving her plant creations no reason to have the defense mechanism she had been trying to breed into them .",negative
2631,the characters have no logic .,negative
2632,batman of course is no longer the dark knight of the earlier films .,negative
2633,"now that he has an adoptive son in burt ward / robin , bruce wayne is trying to be a father figure , constantly spouting out homilies about family and relationships , while at the same time not really having any .",negative
2634,george clooney tries in vain to keep from rolling his eyes while reciting the dialogue given him .,negative
2635,to say that his performance is workman-like is to be generous .,negative
2636,"his best performances are still on "" e . r . "" .",negative
2637,"bruce wayne has the most unromantic evening with his girlfriend ( played by elle macpherson ) , that it brings into question bruce's latent homosexuality .",negative
2638,"there is no spark and no passion ( as there was for nicole kidman's psychologist in "" batman forever "" ) between bruce and anyone other than alfred .",negative
2639,and even that relationship is very reserved .,negative
2640,robin comes off less charismatic that in the last film in the series .,negative
2641,now he's just a spoiled kid .,negative
2642,"in "" batman forever "" , burt ward wanted to be batman's partner and friend .",negative
2643,"now , robin is suffering from ego deficiency .",negative
2644,"robin's attraction for poison ivy is not believable , except for a boy around the age of 15 .",negative
2645,"his later flirtation with batgirl smacks of incest , even though they are not related in a traditional sense .",negative
2646,"chris o'donnell , once considered a rising star , successfully burns up on reentry with this performance .",negative
2647,his robin needs nothing more than a good spanking .,negative
2648,the less said about alicia silverstone's performance the better .,negative
2649,this talented young actress reads her lines with all the aplomb of a dubbing actor for a godzilla film .,negative
2650,she was cast strictly for her commercial value and she knew it .,negative
2651,this brings us to the villains .,negative
2652,arnold scharzenegger walks through his part with all the concern of someone waiting for payday .,negative
2653,the most rediculous scene is during mr . freeze's imprisonment .,negative
2654,the guards are at least a foot taller that arnold and yet fall at his hand in one of the most unbelievable fights scenes caught on film .,negative
2655,it's almost as ludicrous as seeing michael jackson as a gang member .,negative
2656,"umu thurman struts and coos her way through her part , showing a growing discomfort with her sex symbol status .",negative
2657,"her poison ivy has all the come hither sex appeal of may west in "" sextette "" ( 1978 ) .",negative
2658,the only performances worthy of notice are pat hingle and michael gough .,negative
2659,these two seasoned veterans carry their scenes with a dignity sorely lacking from the rest of the film .,negative
2660,"without going through the intricacies of the plot , there is one question that always comes to mind with this series ( except for the first "" batman "" ) , and that is how do these super villains manage to hire so many thugs only to abandon them at the final reel .",negative
2661,mr . freeze is introduced with a team of hockey playing hoodlums that seem to have stepped out of an old kiss music video .,negative
2662,"every villain ( even the minor ones ) have to have a look , no one can be an individual with day glow paint on their face or some sort of elaborate costume .",negative
2663,"with this film , warner brothers has succeeded in retrograding the series back to it's tv incarnation .",negative
2664,"the only thing missing from the action scenes are the superimposed titles detailing the pows ! ,",negative
2665,"gwaaaa's , and clang's associated with the old series .",negative
2666,"you almost wonder if william dozier , producer of the tv series is collecting royalties from this film .",negative
2667,the special effects ( by john dykstra ) and production design ( by barbara ling ) are the primary stars of this film .,negative
2668,and it is a case of extravagance in the pursuit of nothing .,negative
2669,"every set , from ivy's lair , the batcave , to freeze's hideout is set with enough neon and fiberglass to keep the epa in paperwork for years to come .",negative
2670,there is no one realistic set or set piece in the film .,negative
2671,everything is set for maximum exposure .,negative
2672,the special effects have that strange cartoon look that most rushed cgi effects have .,negative
2673,"there are homage thrown in by dykstra and his team to gene warren and his work on "" the time machine "" ( the growing plant scene ) but these scenes are so wroth with glaring color and art that they are almost obscured .",negative
2674,joel schumacher has directed the film with no flair .,negative
2675,camera angles are poorly chosen rehashing set ups from the old tv series .,negative
2676,"master shots pepper the action scenes , destroying any flow of kinetic quality they may have had .",negative
2677,mr . schumacher is a good director .,negative
2678,"one just has to look back on the films "" the lost boys "" , "" cousins "" ( an underrated film ) and "" the client "" to know that .",negative
2679,"but "" batman and robin "" comes off as a mated made for tv movie .",negative
2680,the film has no style of individuality .,negative
2681,"it is the cinematic equivalent to jell-o , pretty to look at , but empty .",negative
2682,"it is unfortunate that this film , even with it's surprisingly strong box office has succeeded in doing what warner's thought tim burton would do with the franchise .",negative
2683,kill it .,negative
2684,"joel schumacher's "" batman & robin "" is loud , colorful , action packed , and ultimately . .",negative
2685,boring .,negative
2686,stars .,negative
2687,"long ago , films were constructed of strong dialogue , original characters , memorable plot points , and solid acting .",negative
2688,one of the best examples that hollywood now completely ignore these qualities is found in the new film where the heart is .,negative
2689,"this opus about the power of love and the redemption of family follows the tragic , and i mean tragic , life of novalee nation ( natalie portman ) .",negative
2690,"hitting the road with her hick , guitar-playing boyfriend in a rusted-out gm , novalee dreams of the blue skies of bakersfield and sipping chocolate milk beneath a plastic umbrella with her unborn baby , due in a month .",negative
2691,"stopping off at a nearby wal-mart for a quick rest , novalee's boyfriend decides to take off and leaves her there .",negative
2692,novalee then decides to secretly hole up in the wal-mart ( because she's not the brightest bulb in the stagelights ) .,negative
2693,a wacky librarian ( keith david ) comes to her rescue when she goes into labor one night while she is camped in the outdoors section of the store .,negative
2694,"then the she moves in with a family , befriends everyone in town -- including ashley judd's character ( who has five kids and still can work part-time as a nurse ) -- fights off religious freaks , survives a tornado , breaks the heart of the wacky librarian that saved her , receives an inheritance , builds a martha stewart-esque house , becomes an award-winning photographer , and manages to always look like she stepped out of a cosmo shoot , all while not once doing anything with her kid .",negative
2695,this film is terrible .,negative
2696,"the directing is awful : it seems director matt williams had an index card with six angles written on it and used every one of them , over and over and over again .",negative
2697,"we get pathetic and ugly acting by natalie portman , who can do good work .",negative
2698,a disjointed pacing of key scenes and a time structure so confusing that it would throw steve prefontaine off .,negative
2699,a subplot that actually validates the actions of the boyfriend who abandoned novalee in the wal-mart parking lot .,negative
2700,"an embarrassing display of emotions by the characters , making the audience ill .",negative
2701,"taking two great comedic screenwriters , babaloo mandel and lowell ganz , and forcing them to write drama on par with oprah's book club .",negative
2702,"altogether , it has the feeling of being trapped at home , watching a very bad television mini-series and wishing it to end , only the remote is broken .",negative
2703,"however , the main problem with the film is that it never answers the most poignant question brought up : where is the heart ?",negative
2704,no one ever seems to find it in this piece of junk .,negative
2705,"stars : armand assante ( mike hammer ) , barbara carrera ( dr .",negative
2706,"charlotte bennett ) , laurene landon ( velda ) , alan king ( charles kalecki ) , geoffrey lewis ( joe butler ) , paul sorvino ( detective pat chambers ) , judson scott ( charles hendricks ) , barry snider ( romero ) , julia barr ( norma childs ) / mpaa rating : r / review :",negative
2707,"in the 1982 updating of mickey spillane's 1947 novel "" i , the jury , "" hard-boiled detective mike hammer is a vietnam vet who drives a shiny bronze trans am , dresses like don johnson in "" miami vice "" with less pastels , and has sworn off alcohol .",negative
2708,"however , he still smokes his lucky strikes , detests all forms of authority , and kills at a whim .",negative
2709,"beyond that , the updated film retains little or no resemblance to the original pulpy page-turner by spillane , probably the most infamous and often reviled of all mystery writers .",negative
2710,"the movie starts off with a bang : a howler of an opening credits sequence that is a cheap steal from the james bond series , complete with cheesy graphics and an overbearing jazz score by bill conti ( "" rocky "" ) .",negative
2711,"after that , the movie and the book begin the same , with the murder of jack williams ( frederick downs ) , a one-armed detective and hammer's best friend .",negative
2712,"hammer declares that he will seek vengeance for jack's death , and with the help of his devoted secretary , the blond and shapely velda ( laurene landon ) , and the alternately friendly / antagonistic police chief pat chambers ( paul sorvino ) , he is immediately on the killer's trail .",negative
2713,"here the movie splits completely from the book , and dives into a convoluted and improbable tale of government conspiracy and mind control tactics involving the mafia , the cia , one of hammer's vietnam vet buddies , and a kinky sex clinic .",negative
2714,"many of the same characters from the book appear in the movie , but they take on slightly different roles .",negative
2715,"for instance , charles kalecki ( alan king ) , a numbers runner and narcotics dealer in the book , turns into a suave mob boss .",negative
2716,"and , more importantly , hammer's suspicious love interest , charlotte bennett ( barbara carrera ) , morphs from a run-of-the-mill psychiatrist into the coordinator and founder of the sex clinic .",negative
2717,""" i , the jury "" is one of several cinematic renditions of spillane's books ( including a 1953 version which was made in 3-d ) , but this film differs from those earlier versions in one major way : it includes all of the sex and violence spillane wrote about that could never be given screen treatment due to hollywood's production code .",negative
2718,"although this takes the 1982 version of "" i , the jury "" closer to the core of the original subject matter , it is in this aspect that the film received the most criticism , because it took this new license to extremes that many argued surpassed what was in the book .",negative
2719,"rest assured , the movie not only includes a great deal of nudity , but it is thoroughly violent , especially toward women .",negative
2720,"it features one woman having her neck slashed , a set of twins forced to strip before being stabbed to death by a psychotic sexual deviant programmed by the cia ( judson scott ) , and another woman shot point-blank in the belly by hammer himself .",negative
2721,"no one would deny that spillane's writing has a definite misogynistic nature , but the movie seems to take it a step further by giving it such glorious screen treatment ; its constant equation of sex and violence , much of which is played with the intention of being erotic , is quite unsettling .",negative
2722,"it's no surprise that the movie , like the book , fades to black with a dead woman on the floor .",negative
2723,""" i , the jury "" had a troubled production and was not well-supported by the studio that made it , which is one explanation why it didn't do well in theaters and many people have forgotten that it was ever made .",negative
2724,"the script was written by larry cohen , who is best known for his creatively cheesy but nonetheless effective monster movies , like "" it's alive "" ( 1974 ) and its two sequels , "" q "" ( 1981 ) , and "" the stuff "" ( 1985 ) .",negative
2725,"cohen wrote the script thinking he was going to helm the project as well , but he was yanked from the director's chair after only a week's worth of shooting because he was already $100 , 000 over budget .",negative
2726,"he was quickly replaced by richard t . heffron , who has worked for the last three decades on a handful of undistinguished movies and dozens of television projects .",negative
2727,"heffron was obviously brought in not for his talent , but because he could make the movie rapidly and efficiently .",negative
2728,it shows in the final product .,negative
2729,"cohen had personal interest in the updated version of hammer , but heffron has none .",negative
2730,"he shot the movie quickly and clumsily , and although some scenes ring true , most of them are flat , trite , and invariably dull .",negative
2731,"the movie features numerous car chases , shoot-outs , and stunts , but heffron's background in television is the dominant tone ; despite the graphic violence and full-frontal nudity , "" i , the jury , "" takes on the air of a made-for-tv quickie , with no real punch or depth .",negative
2732,"but the problems in "" i , the jury "" run deeper than the technical .",negative
2733,"the central fault in this updating is mike hammer , whose character was lost in the shuffle while updating from the fifties to the eighties .",negative
2734,"because spillane wrote all his hammer mysteries in the first person , hammer's character is central to the tale because all the events are filtered through his persona .",negative
2735,we never really get that impression in the movie -- there is no first-person voice-over narration and some scenes don't have hammer in them at all .,negative
2736,"consequently , a great deal of the texture of spillane's storytelling is lost .",negative
2737,the period updating turns out to be a detrimentally bad idea because much of hammer's moral code is thrown to the wind .,negative
2738,"despite his characterization as a hard-nosed , violent , misogynistic killer , hammer always stuck fervently to his own moral code .",negative
2739,"the title itself , "" i , the jury , "" refers to his anti-establishment notion of being his own law .",negative
2740,"unlike private eyes who seek out the bad guys and then turn them over the police , hammer both pursues the criminal and exacts the punishment .",negative
2741,"in this way , he can be seen as "" above the law , "" but he still adheres strictly to her own personal code of conduct , his own morality .",negative
2742,"the movie forgoes that aspect of his character , and hammer comes off not only as amoral in society's terms , but in any terms , especially his own .",negative
2743,"if anything , hammer always had his professionalism , but the movie does away with that in the first three minutes by showing him rolling in the sack with the wife of a client who had paid him to find out if that wife was being unfaithful .",negative
2744,"maybe the scene was intended for laughs , but it only cheapens hammer's character and is , by all accounts , a lousy way to start the movie .",negative
2745,"the blame for hammer's character can't be laid on assante's shoulders , because despite some unnecessary marlon brandon-like mumbling , he delivers a fine performance .",negative
2746,"spillane never once described hammer's physical attributes in any of the dozen books in which he appeared , so any actor could conceivably portray him .",negative
2747,"of course , because of the lack of written description , those who have read spillane's books will have a strong personal notion of what hammer looks like , and therefore almost any screen incarnation will somehow fall short of expectations ( spillane , who played the character himself in 1963's "" the girl hunters , "" is generally considered the best of the film hammers ) .",negative
2748,the rest of actors are most un-noteworthy .,negative
2749,"with the exceptions of alan king and paul sorvino , everyone who appeared in "" i , the jury "" were up-and-comers who basically went nowhere .",negative
2750,"many of them ended up working in television ( like carrera , who had a short stint on "" dallas "" in the mid-eighties ) , which only adds to the made-for-tv atmosphere of the film .",negative
2751,"maybe someday , someone will manage to get the right elements together and make an effective film rendition of a spillane book , but this is certainly not it .",negative
2752,"nostalgia for the 70s continues , as we see a revival of one of the decade's greatest achievements : the marijuana comedy .",negative
2753,"however half baked doesn't quite run with all its brain cells , and will make you appreciate the questionable talents of cheech and chong all the more .",negative
2754,the plot follows the misadventures of four ne'er-do-well stoners .,negative
2755,"there's the group's unofficial leader , thurgood ( david chappelle ) , scarface ( guillermo diaz ) , brian ( jim breuer ) , and kenny ( harland williams ) .",negative
2756,"kenny gets into trouble , when , while on a munchie run , feeds his snack foods to a diabetic police horse .",negative
2757,"when the animal keels over , he finds himself accused of killing a police officer , and facing a $1 , 000 , 000 bail .",negative
2758,"his friends promise to raise money for a 10% bail bond , but have no idea how .",negative
2759,"that is , until thurgood stumbles upon a stash of pharmaceutical marijuana being tested at the company where he works as a janitor .",negative
2760,"soon the three guys are dealing dope to raise funds , while avoiding the cops and rival dealer sampson simpson ( clarence williams iii ) .",negative
2761,"for a comedy , the film is pretty humorless .",negative
2762,not that it doesn't try . . . it's,negative
2763,just that the comic setups are obvious and the payoffs nearly all fall flat .,negative
2764,the four leads are nearly all playing the same character .,negative
2765,"only williams stands out ( while still performing on the level of his humor-free comedy rocket man ) , but that is because he's imprisoned throughout most of the film , giving a much needed change of pace ( but mostly swapping one set of obvious gags for another ) .",negative
2766,"to help out , the film is packed full of cameos .",negative
2767,"steven wright , tommy chong , janeane garofalo , willie nelson , snoop doggy dogg , and jon stewart all make appearances at one point or another .",negative
2768,"none of them work , beyond the simple "" hey , that's _____ "" level .",negative
2769,in fact the funniest work in the film comes from chappelle .,negative
2770,"not as his bland pothead lead , but in his second role , as a pot-obsessed rapper , sir smokealot .",negative
2771,"granted , it's pretty much a one-joke role , and there aren't a ton of laughs . . . but this film needs every one it can scrape up .",negative
2772,"to top it off , and in a move contrasting with the tone of the rest of the film , thurgood is given a love interest , mary jane ( rachel true ) .",negative
2773,her role is that of the public service announcement : to inform us why doing drugs ( including pot ) is wrong .,negative
2774,"her character seems fabricated merely as a defense to the "" your film promotes the use of drugs "" camp .",negative
2775,"the film would have been better off by sticking with the "" rebel "" tone it so eagerly tries to claim .",negative
2776,"yet , in the end , it doesn't really matter .",negative
2777,"watching the film clean and sober , you are bound to recognize how truly awful it is .",negative
2778,i saw this film on christmas day expecting an upbeat comedy .,negative
2779,boy was i in for a christmas dissapointment !,negative
2780,"after an hour of the movie , i was ready to change rooms-into another theater !",negative
2781,read on to see what i have to say . . . .,negative
2782,four rooms :,negative
2783,"starring : tim roth , jennifer beals , antonio banderas , quentin tarantino , valeria golino , madonna , bruce willis , marisa tomei , alicia witt , lili taylor , and ione skye .",negative
2784,possible stars ),negative
2785,""" four rooms "" was supposed to be one of the biggest hits of the year .",negative
2786,"key word here : "" supposed . """,negative
2787,"four of the biggest directors in hollywood : quentin tarantino , robert rodriguez , alexander rockwell , and alison anders were all directing one big film with a big and popular cast .",negative
2788,i guess it was all just too much because this turned out to be the biggest flop of the year and it could of been great .,negative
2789,the plot : it's new years eve and it's a bellboy's first day on the job .,negative
2790,he encounters many mysterious and kinky hotel guests as he tries to handle all his own problems .,negative
2791,"tarantino told his directors this plot , and each of them wrote a script .",negative
2792,it turned out each of them had written a dark comedy .,negative
2793,"anders wrote and directed the tale about a coven of witches ( madonna , valeria golino , alicia witt , and ione skye ) , which was the worst one out of all of them .",negative
2794,"the second room ( jennifer beals ) was better , but lacking in plot .",negative
2795,this room was about a man who accuses every man of sleeping with his wife .,negative
2796,"the third room ( antonio banderas ) was the best roomm , about two rambunctous kids that trash a hotel suite .",negative
2797,"the final one ( tarantino , willis ) was about a movie star wanting the bellboy to chop off someone's finger .",negative
2798,the movie was just plain trash .,negative
2799,there was nothing here that even makes up a quality film .,negative
2800,"it was not funny , and i didn't hear one laugh in the theater throughout the whole film .",negative
2801,"tim roth is horrible as the bumbling and mumbling bellboy , and he ruins every joke in the film .",negative
2802,the supporting cast loses meaning to the word support and the only mentionable actors/actresses are antonio banderas and jennifer beals .,negative
2803,marisa tomei appears in a stupid cameo role .,negative
2804,"this movie is the worst film of the year and the film could have been great , perhaps like a more upbeat "" plaza suite , "" but it wasn't .",negative
2805,"as trashy as it was , some people will call it classic .",negative
2806,do you call a man chopping off a finger with madonna's chest showing a classic film ?,negative
2807,look for more of ken's kritic korner coming soon !,negative
2808,please check the newsgroups under the movie reviews section for updated reviews .,negative
2809,"p . s . "" four rooms "" made number 1 on my top ten worst list of 1995 .",negative
2810,"anna and the king is at least the fourth film adaptation of margaret landon's fact based novel the king and i , and it's big , expensive and soulless .",negative
2811,"though good-looking , its lavish sets , fancy costumes and luscious cinematography can do little to compensate for the emotional wasteland that is peter krikes and steve meerson's script .",negative
2812,so much money was spent on pretty pictures that they forgot to actually make the movie interesting .,negative
2813,this is jodie foster's first movie since the jaw-droppingly brilliant contact came out more than two years ago and it isn't the best choice to show off her acting chops .,negative
2814,"she's trapped in the stoic role of anna leonowens , the uptight , widowed british schoolteacher who comes to siam ( now thailand ) with her son to instruct the king's ( chow yun-fat ) son in the ways of the west ( because "" the ways of england are the ways of the world ) .",negative
2815,"the king likes her so much he puts her in charge of educating the whole royal family ( 58 kids with 10 more in the way ; impressive , no ? ) .",negative
2816,"the eldest prince is none too happy about this ( "" father , have i offended you in some way ?",negative
2817,"why do you punish me with imperialist schoolteacher ? ) , but soon gets to know anna and her stern- mother-who-loves-you personality better and comes to like her .",negative
2818,"meanwhile , siam comes under attack from the neighboring british colony of burma .",negative
2819,"the king and his close advisors suspect that this is britain's doing which arouses suspicion in siam , putting anna in an uncomfortable position .",negative
2820,she is not sure what to make of this and seems to herself suspect british involvement in the crisis but works to diffuse the king's prejudices .,negative
2821,"he , though self-righteous as ever , can't help but be influenced by the eloquent anna and they slowly , quietly , develop affections for each other .",negative
2822,there is a scene in the middle of anna and the king where one of the king's younger daughters dies .,negative
2823,"it's your classic deathbed scene , with the girl's mournful eyes staring at her father , who tries only semi- successfully to maintain his composure .",negative
2824,anna then comes in and cries a bit .,negative
2825,the sequence was there for a purpose : to evoke a strong emotional response from the viewer .,negative
2826,"i'm usually a sucker for such scenes and yet this time , i was just sitting there , my emotions untouched .",negative
2827,this remains true through all of the movie which remains emotionally barren .,negative
2828,we never develop connections to the characters ; never given a reason to care .,negative
2829,"this ludicrously long epic was directed by andy tennant , whose last film was ever after , one of my favorites of 1998 .",negative
2830,"i do not doubt tennant's ability to put together a decent movie , but anna and the king , aside from being psychologically inept is also technologically deficient .",negative
2831,"the sets and scenery are gorgeous , but the camerawork does nothing to convey its grandeur .",negative
2832,even terrence malick managed to do more with flora and fauna in his otherwise abysmal the thin red line than tennant can muster from $75 million worth of props and a shoot in malaysia .,negative
2833,we feel like the camera is restricted to its immediate point of view ; there are no wide tracking shots or sweeping zooms to fill us with larger-than-life awe .,negative
2834,"i liked both foster and yun-fat , who give entertaining if not terribly involving performances in the two lead roles .",negative
2835,"foster's generally stoic persona serves her well here , as she is playing a reserved , formal and rather underdeveloped character .",negative
2836,"yun-fat is especially effective , perfectly conveying the king of siam's sangfroid permeated with violent outbursts .",negative
2837,what does anna and the king in is its inability to involve the viewer in its characters and situations .,negative
2838,"the cast is great , the director is talented , and the budget is lavish , but this ill-advised remake of the classic rogers and hammerstein movie is unable to utilize any of those things to form a compelling whole .",negative
2839,this is an emotionless costume epic .,negative
2840,robin hood : men in tights is another mel-brooks-produced film in the classic tradition of movies like blazing saddles and young frankenstein .,negative
2841,"mel brooks is well known for his comic look at regular life , his fast paced dialogue and sharp wit .",negative
2842,"unfortunately , robin hood : men in tights has none of the easy going humor of blazing saddles , none of the fun acting of young frankenstein , is devoid of the charm of spaceballs , and is even lacking the good , solid dialogue of history of the world .",negative
2843,"it is , in short , one of the worst movies i have seen mel brooks , or anybody else , produce .",negative
2844,"the plot borrows heavily from the well-received kevin costner movie of last year , robin hood : prince of thieves .",negative
2845,"this is not surprising in and of itself , and could have been used to great comic effect , mainly by parodying scenes from the orginal movie .",negative
2846,"mel brooks does not take advantage of this , however , and uses the film to launch several ideas into the air , none of which connect and none of which are explained later on .",negative
2847,the movie's scenes could be shuffled around in any order and one would be hard pressed to notice .,negative
2848,"cary elwes , of princess bride fame , plays robin of loxley , a man who was captured in the crusades , fighting with king richard .",negative
2849,"he escapes and , joining with a man named achoo ( i am sure you can see the obvious joke ) , fights in england to reclaim his name and the throne for richard , which has been captured by evil prince john , played by funny comic richard lewis .",negative
2850,"he also tries for the love of maid marian and attempts to overthrow the evil "" sheriff of rottingham "" .",negative
2851,a good adventure plot that is sadly unused .,negative
2852,"elwes and lewis are both excellent comics , but the dialogue in the movie is simply excruciating .",negative
2853,"neither actor has any good words to work with , and the lines simply aren't funny , nor believable .",negative
2854,perhaps the worst example of this is when the group of merry men encounter a man playing a macaulay culkin clone from the hit movie home alone .,negative
2855,"this particular scene is so out of place and so badly acted , and followed by so many other scenes of equal miserable ideas , that i really felt like leaving the theatre .",negative
2856,"much of the audience continued to look at their watches throughout , and some left the theatre .",negative
2857,"chuckles were few and far between , and they mostly dealt with visual jokes ( such as an old , beaten up horse from "" rent-a-wreck "" ) then from any dialogue whatsoever .",negative
2858,"scenes that could have been classics , such as the archery contest , are ruined by poor acting .",negative
2859,perhaps the largest problem with the movie is that it is simply offensive .,negative
2860,"the basic plot , that robin has received a key that will unlock the chastity belt of maid marian , is not witty nor funny .",negative
2861,"mel brooks as a circumcision-giving rabbi is also offensive to me and others in the audience ( not all jewish , either ) .",negative
2862,the movie simply tries to hard trying to be funny and by and large fails .,negative
2863,"the addition of a blind man who stumbles around , falling off cliffs , walking into ledges and being a general buffoon could have had some humorous potential , but is also made terribly offensive .",negative
2864,the only reason to see this movie is the surprise actor at the end who plays king richard .,negative
2865,"he is well worth waiting for , if you can stand an hour and half of unfunny dialogue , excruciating visual humor , old puns , ancient jokes and bad acting .",negative
2866,"if you can't , don't even bother watching this miserable film .",negative
2867,"with his successful books and movies , michael crichton is doing well .",negative
2868,"with early successes with westworld ( 1973 ) and coma ( 1978 ) , and recent films such as jurassic park ( 1993 ) , his films have been entertaining .",negative
2869,"however , he seems to taken a wrong turn somewhere with sphere .",negative
2870,"this $100 million mess by good director barry levison ( disclosure ) is dull , long winded , and a huge disappointment .",negative
2871,"considering the huge budget , the all star cast , and a story by crichton , sphere is majorly disappointing .",negative
2872,"the film opens with norman goodman ( hoffman ) , a psychologist who thinks he is visiting an airplane crash to console the survivors .",negative
2873,"however , when he arrives , he his told by supervisor barnes ( peter coyote ) that he is actually investigating an spacecraft .",negative
2874,"along with goodman is mathematician harry adams ( jackson ) , biologist beth halperin ( stone ) and ted fielding ( liev schrieber . )",negative
2875,"they investigate the spaceship , find a massive sphere inside , meet an alien intelligence called jerry , and basically weird crap happens .",negative
2876,"unfortunately , something went wrong along the way with sphere .",negative
2877,"the film starts off entertaining enough , but throughout this very long movie , it just gets sillier and sillier .",negative
2878,"the film jaunts along from scene to scene , never fully explaining what is going on .",negative
2879,"the actors and directing don't help , either .",negative
2880,"hoffman is on autopilot ( and almost seems embarrassed ) throughout the movie , churning out dull lines , and probably wondering what the hell he is doing in this movie .",negative
2881,"stone is useless , displaying no emotion , and fails to convince the audience that she has any feelings for hoffman .",negative
2882,"the only person who seems to be having fun in this movie is jackson , who's funny as the mathematician who slowly goes crazy and entering the sphere .",negative
2883,"but he's hardly in it , and by the end of the film he is just as dull as hoffman and stone .",negative
2884,"the same goes for peter coyote , who hams it up as the officer , but is then killed off halfway through .",negative
2885,"the director , barry levinson , who directed the better crichton adaptation disclosure ( 1994 ) messes up with the drama and the action .",negative
2886,"the drama scenes are , quite frankly , boring , and the action scenes suffer from overkill , with levison throwing the camera all over the place ( much like the godawful speed 2 , 1997 )",negative
2887,"the writing doesn't help much , either .",negative
2888,"although crichton is great with plots , he's terrible with dialogue , and practically every line in sphere is a dud .",negative
2889,"the speech is too simple , i was hoping it would be a bit more intelligent .",negative
2890,practically every line is just stating the obvious .,negative
2891,none of it is smart .,negative
2892,"also , where the hell did the budget go ?",negative
2893,"the sphere itself is impressive , and there's a few nice special effect shots , but where the $100 million went is anyone's guess .",negative
2894,"there's a giant squid attack in the picture , but not once does the audience see the squid , even though the film has a massive budget .",negative
2895,"i assume the picture was trying to build up tension by not showing the squid , and if handled correctly it probably would .",negative
2896,"but the whole scene is done badly , and i was just hoping we could see the stupid squid .",negative
2897,"finally , the film has no idea what genre to be .",negative
2898,levison can't handle his own plot .,negative
2899,"it leaps from hokey sci-fi , to horror , and finally the shining/event horizon psychological thriller .",negative
2900,"and , of course , the film is very much like the abyss ( 1988 ) , although in it's defense , crichton did write sphere before the abyss was released ( and is far superior to this rubbish . )",negative
2901,it's not all that bad though .,negative
2902,"the plot is all right , there's a few jump scenes ( although nothing very scary ) and there's the occasionally interesting bit .",negative
2903,"but overall , sphere is a big waste of some fine talent , a lot of money , and a potentially good movie .",negative
2904,not really worth seeing .,negative
2905,overall rating= review by david wilcock,negative
